review_title,cust_rating,cust_review_text,date_experience,comment_length,sentiment
They want you to correct errors they make as a company ,1,start order tracksuit cost send wrong jumper correct trouser doesnt match jumper deliver worth alot less doesnt matchive speak nike athlete online nike app advise go store min away cannot send correct order error madeoffered voucher code please dont insult ive spend thousand niketo top nike athlete leave conversation without resolve issue cut offplease remember without customer company would nothingits acceptable company make error company want pay customer go way correct company mistake bad service,2024-12-16T00:41:11.000Z,806,-0.11309523809523807
Customer service is very poor,1,customer service poor pay delivery christmas present delivery company leave half mile away shop claim miss even though home complain nike frankly couldnt care less,2025-01-02T07:23:46.000Z,238,-0.1922222222222222
If I could give fewer stars I would,1,could give fewer star would send two different type shoe cant get customer service resolve wait min get person irish line soon get person literally cut go back call unbelievably bad service never buy nike,2024-12-16T13:10:24.000Z,351,-0.17499999999999996
Terrible delivery service,1,terrible customer servicean item buy nikecom firstly checkout web site reject delivery home address nike first company ive ever see struggle deliver address south london wonder else nike capable deliver london finally checkout however transaction vent though bank account order confirmation two day later find item surprisesurprise still shop basket do another check item get deliver local post office receive track number confirmation currier finally receive confirmation item ready pickup vent local post office advise find item chance get talk human nike look like christmas eve start nike early today impress,2024-12-24T19:10:56.000Z,955,-0.027278106508875737
Disappointing!,1,wait min talk someone order est delivery today nike operator state package would deliver today well package waste min wait speak c rep rudest man phone speak like stupid buy online waste time call track package tell order would cancel tomorrow cannot locate shoe likely sell site still show stock anything get nike gear anywhere nikecom save hassle worse experience nike purchase direct site anymore,2024-12-31T02:34:11.000Z,685,-0.21666666666666665
Nike… you are better than this,1,nike better week try get answer customer support unreachable chat transfer agent x answer phone call min call get nobody answerunbelievable need better,2024-12-10T17:54:36.000Z,252,0.703125
Worst customer support ever.,1,worst customer support everits even hard connect assistant finally connect chat leave chat second,2025-01-09T19:38:27.000Z,149,-0.3729166666666667
This was my first time ordering…,5,first time order directly nike order dispatch day place send belgium denmark receive day earlier promise complaint experience,2024-12-05T16:32:30.000Z,218,0.11666666666666665
Appalling,1,appal charge order never arrive customer service endless loop cut phone speak someone even online chatbot always busy talk scammy,2024-12-04T13:54:23.000Z,229,-0.04375
Just don't want to help!,1,order place item arrange deliver dpd parcel shop collection go collect item shop could find parcel dpd state deal nike th raise ticket tell investigation would carry would update later th december update contact today basically nike couldnt care less advise need another work day start section reply monday item birthday present last week another xmas gift next weeknow th december tell need wait time dpd still maintain parcel deliver parcel shop never collect must deal nike month order still product order,2024-12-20T12:36:10.000Z,871,0.019047619047619042
Ordering from Nike.com. Just DON'T do it!,1,order pair nike dunk low retro air jordan mid sneaker nikecomza website dec receive confirmation order via email nikeofficialnikecom go quiet receive communication call nike helpline enquire progress get assistant could barely communicate english first assistant say order way call day later tell order inactive would get refund correspondence contact nike athlete online chat word describe unprofessional nike athlete chat decide post heart emojis word like dont worry heart emoji extremely condescend way dec receive absolutely update ship detail since order confirmation email dec decide submit chargeback complaint credit card company please read think carefully order nikecom site,2024-12-29T11:34:25.000Z,1102,-0.039642857142857146
Customer services are very poor,1,customer service poor try get replacement tech fleece shrink first wash wash accord instructionsfor month one reply ask tongue label hoodie reply week feed tbh,2024-12-08T21:53:16.000Z,286,-0.06468750000000001
I am very disappointed with the…,1,disappoint customer service handle call handle refund make customer suffer people pick call give name talk brush defensive want help note system ive speak someone call back account expect put note system theyve speak customer promise theyre go nextthey help end call theyll say something would like help thats ridiculous return two pair trainer worth around ive tell receive one exactly customer service ask keep post evidence refund return really sad one know whats happen brush say havent receive someone promise money give back agent say wont do everyone week ive call spend hour there help sadly nike great product people work sell give service really downgrade whole experience nike,2025-01-18T10:56:11.000Z,1354,0.0035657051282051303
