review_title,cust_name,cust_location,cust_reviews,cust_rating,cust_review_text,seller_response,date_experience
Buying parts made easy!,Chris Rakhshan,US,6,5,"Super easy to do business with Power Meter City.  They are very prompt, and accurate with the information.  Very polite and great with which to do business.","Thank you for your kind words, Chris! We're so glad your experience with Power Meter City was smooth and positive. Providing prompt, accurate, and polite service is what we strive for, and it's great to know we met your expectations. We look forward to assisting you again in the future!","December 18, 2024"
Fantastic Transaction,Concerned Consumer,US,2,5,I received a back in stock email for a Carbon Ti product that I was waiting for and upon ordering the product was shipped immediately and arrived quickly.  Happy with communication and transaction.,Thank you for sharing your experience! We're glad the back-in-stock notification worked perfectly for you and that your order arrived quickly. Great communication and a smooth transaction are always our priorities!,"December 12, 2024"
Thank you!,Pecsuk Ladislav,IT,5,5,Wow! These guys and gals are sure quick! Fastest order and shipping I have ever experienced. Always a plus when companies ship to military APO addresses overseas! Thank you for the fast customer care!!,"Thank you so much for your kind words, Pecsuk! We're thrilled you had a positive experience with our shipping and customer service. Supporting our military members and ensuring smooth deliveries to APO addresses are always priorities for us. If there's anything else we can do for you, don't hesitate to reach out. Thank you for your service!","December 03, 2024"
Clarity,madelyn Smith,CA,5,5,Power Meter City is my go to for clarity when in a compatibility rabbit hole. They are excellent for providing the support needed to get the right components.  Product availability and shipping (to Canada in my case) has been very reliable as well. Thank you for being an excellent service oriented company!,"Thank you for your kind words, Madelyn! We're so glad we could help you navigate compatibility questions and provide the support you need. It's great to hear that our product availability and shipping to Canada have been reliable for you. We truly appreciate your trust and look forward to assisting you again in the future!","November 26, 2024"
Top customer service,Ladislav Pecsuk,IT,3,5,Top customer service! Favero power meter arrived as described. Very satisfied with the company. Thank you!,"Thank you for the wonderful review, Ladislav! We're thrilled you're satisfied with your Favero power meter and our top-notch customer service. Enjoy your rides, and we’re here if you need anything!","December 15, 2024"
Outstanding service,customer,GB,2,5,"Outstanding service. Wanted an npq board and red dragon were out of stock. Found bully darts on line , ordered at 10.30 on the Monday and arrived 24hrs later on the Tuesday. Very happy and will definitely recommend to people in the future.",False,"December 30, 2024"
Very impressed,Ken Dawson,GB,7,5,I ordered from bully darts as cheaper than Amazon. I received the item within 24 hours so very pleased. I received exceptional unexpected aftercare aswell checking delivery was ok and everything was received and correct. Went above and beyond and much better service than Amazon so would 100% use again. Even sent a free set of darts as I thought there was a set with the board and stand but I misread the description but sent a set as was Christmas! Thanks bully darts! I score you 180!!!,False,"December 13, 2024"
Top quality experience.,Zak Foley,GB,1,5,"Went in looking or a new dart, I had a certain barrel shape weight etc in mind and the staff couldn’t have been anymore helpful. Highly recommended this shop to anyone! Ended up with set of shot Mimic darts which are probably the best set of darts iv owned.Will be returning for any accessories in the future.Thank you to all the staff very welcoming and helpful.",False,"December 28, 2024"
your asking for a review before if…,esther doyle,IE,1,4,This 2 star review was for trustpilot as they are asking for reviews twice before i've recieved goods?. Bully Darts have been great with keeping me informed about delivery dates.,False,"December 13, 2024"
Good company,Jake Matthews,GB,1,5,"Good company, products recieved in good order and condition, would buy again",False,"December 27, 2024"
Came nice and quick over the Christmas…,DAVID,GB,1,5,Came nice and quick over the Christmas and new year gap will be ordering again at some point,False,"December 25, 2024"
Absolutely delighted with the product…,David Shaw,GB,6,5,Absolutely delighted with the product and quick delivery recommended bully darts to my dart pals,False,"December 27, 2024"
Very quick processing and delivery,Mr Daniel Moult,GB,2,5,Very quick processing and delivery over the Christmas period. Great product too. Many thanks.,False,"December 25, 2024"
